<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,,<a id=11 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=12 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=13 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=14 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=15 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=16 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=17 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/utter-project/EuroLLM-1.7B'>utter-project/EuroLLM-1.7B</a>,🧠,-@@100,N/A,?,128000.0,4096.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,1.42 ± 1.31 / 28.12 ± 1.13@@1.42,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,15.10.1.dev0@@151001,-@@0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,-@@100,0.01,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,67.03 ± 1.09 / 68.51 ± 1.12@@67.03,65.86 ± 1.27 / 55.86 ± 1.37@@65.86,36.06 ± 1.77 / 66.67 ± 1.37@@36.06,82.88 ± 0.52 / 66.52 ± 1.13@@82.88,-@@-1,76.18 ± 1.38 / 82.70 ± 1.03@@76.18,60.47 ± 0.82 / 69.43 ± 0.73@@60.47,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,-@@0,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/tencent/Hunyuan-1.8B-Instruct'>tencent/Hunyuan-1.8B-Instruct</a>,🤔,-@@100,?,1791080448.0,120818.0,262144.0,✓,✗,(✓),✓,50.54 ± 1.10 / 58.91 ± 1.04@@50.54,59.33 ± 1.25 / 52.01 ± 1.92@@59.33,26.46 ± 1.46 / 63.16 ± 0.72@@26.46,47.42 ± 0.54 / 0.00 ± 0.00@@47.42,-@@-1,0.00 ± 0.00 / 27.79 ± 0.87@@0.00,0.00 ± 0.00 / 24.98 ± 0.50@@0.00,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,-@@0,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-1.3b-instruct'>AI-Sweden-Models/gpt-sw3-1.3b-instruct</a>,📝,-@@100,0.0,1444532224.0,64000.0,2048.0,✓,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,0.58 ± 2.11 / 26.76 ± 2.42@@0.58,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,15.10.1.dev0@@151001,-@@0
<a href='https://hf.co/mistralai/Mixtral-8x7B-v0.1'>mistralai/Mixtral-8x7B-v0.1</a>,🧠,-@@100,N/A,46702792704.0,32000.0,32768.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,82.76 ± 0.32 / 87.15 ± 0.23@@82.76,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,15.10.1.dev0@@151001,-@@0
<a href='https://hf.co/mistralai/Voxtral-Mini-3B-2507'>mistralai/Voxtral-Mini-3B-2507</a>,📝,-@@100,?,4676271104.0,131072.0,?,✓,✗,(✓),✓,64.31 ± 1.59 / 69.94 ± 0.69@@64.31,60.52 ± 4.70 / 56.25 ± 3.04@@60.52,34.52 ± 2.62 / 65.77 ± 1.35@@34.52,84.74 ± 2.50 / 73.72 ± 3.65@@84.74,-@@-1,75.70 ± 1.26 / 82.21 ± 0.94@@75.70,55.48 ± 1.58 / 65.42 ± 1.38@@55.48,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,-@@0,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/mlabonne/NeuralBeagle14-7B'>mlabonne/NeuralBeagle14-7B (val)</a>,📝,-@@100,?,7241732096.0,32000.0,8192.0,✗,✓,(✓),✗,63.85 ± 2.16 / 72.40 ± 1.71@@63.85,69.16 ± 2.80 / 57.28 ± 2.82@@69.16,28.40 ± 3.60 / 62.70 ± 1.51@@28.40,-@@-1,-@@-1,-@@-1,71.96 ± 2.38 / 78.87 ± 1.66@@71.96,9.3.2@@90302,9.3.2@@90302,9.3.2@@90302,-@@0,-@@0,-@@0,9.3.2@@90302
<a href='https://hf.co/neph1/bellman-7b-mistral-instruct-v0.2'>neph1/bellman-7b-mistral-instruct-v0.2</a>,📝,-@@100,?,7241732096.0,32000.0,32768.0,✗,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,55.49 ± 5.11 / 65.62 ± 4.13@@55.49,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,15.10.1.dev0@@151001,-@@0
<a href='https://hf.co/neuralmagic/Sparse-Llama-3.1-8B-2of4'>neuralmagic/Sparse-Llama-3.1-8B-2of4</a>,🧠,-@@100,N/A,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,71.68 ± 1.67 / 78.85 ± 1.41@@71.68,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,15.10.1.dev0@@151001,-@@0
<a href='https://hf.co/norallm/normistral-11b-warm'>norallm/normistral-11b-warm</a>,🧠,-@@100,N/A,11429893120.0,51200.0,1024000.0,✓,✗,(✓),✗,65.88 ± 1.38 / 66.32 ± 1.39@@65.88,64.14 ± 3.49 / 59.98 ± 2.77@@64.14,7.99 ± 1.59 / 41.63 ± 2.67@@7.99,83.60 ± 1.49 / 72.79 ± 2.05@@83.60,-@@-1,41.75 ± 2.55 / 55.94 ± 2.20@@41.75,10.51 ± 1.23 / 31.70 ± 0.85@@10.51,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,-@@0,15.10.1.dev0@@151001,15.0.0@@150000
<a href='https://hf.co/mistralai/Mixtral-8x7B-Instruct-v0.1'>mistralai/Mixtral-8x7B-Instruct-v0.1</a>,📝,-@@100,?,46702792704.0,32000.0,32768.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,82.75 ± 1.41 / 87.34 ± 1.01@@82.75,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,15.10.1.dev0@@151001,-@@0
<a href='https://hf.co/nvidia/Llama-3.1-Nemotron-70B-Instruct-HF'>nvidia/Llama-3.1-Nemotron-70B-Instruct-HF</a>,📝,-@@100,?,70553706496.0,128256.0,131072.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,91.16 ± 0.81 / 93.52 ± 0.61@@91.16,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,15.10.1.dev0@@151001,-@@0
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-126m-instruct'>AI-Sweden-Models/gpt-sw3-126m-instruct</a>,📝,-@@100,2.55,186112512.0,64000.0,2048.0,✓,✗,(✓),✗,10.96 ± 5.10 / 23.17 ± 2.75@@10.96,24.85 ± 1.23 / 24.50 ± 1.16@@24.85,-1.57 ± 1.62 / 42.13 ± 2.09@@-1.57,12.06 ± 0.59 / 0.00 ± 0.00@@12.06,-@@-1,3.09 ± 2.81 / 28.59 ± 1.10@@3.09,0.00 ± 0.00 / 24.98 ± 0.50@@0.00,15.4.1@@150401,15.4.1@@150401,15.4.1@@150401,15.4.1@@150401,-@@0,15.10.1.dev0@@151001,15.4.1@@150401
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,-@@100,0.1,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,67.20 ± 0.91 / 69.15 ± 0.65@@67.20,69.48 ± 1.33 / 63.79 ± 1.63@@69.48,57.95 ± 1.52 / 78.42 ± 1.06@@57.95,92.09 ± 0.48 / 84.09 ± 0.85@@92.09,-@@-1,83.52 ± 1.27 / 87.99 ± 0.96@@83.52,67.75 ± 1.64 / 75.58 ± 1.27@@67.75,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000,-@@0,16.10.0.dev0@@161000,16.10.0.dev0@@161000
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-126m'>AI-Sweden-Models/gpt-sw3-126m</a>,🧠,-@@100,N/A,186112512.0,64000.0,2048.0,✓,✗,(✓),✗,11.62 ± 2.52 / 30.91 ± 3.48@@11.62,13.87 ± 5.46 / 13.88 ± 4.97@@13.87,-2.63 ± 1.88 / 46.44 ± 2.39@@-2.63,26.58 ± 1.26 / 18.89 ± 1.23@@26.58,-@@-1,3.88 ± 2.22 / 32.87 ± 2.15@@3.88,0.88 ± 0.90 / 25.08 ± 0.60@@0.88,15.4.1@@150401,15.4.1@@150401,15.4.1@@150401,15.4.1@@150401,-@@0,15.10.1.dev0@@151001,15.4.1@@150401
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-20b-instruct'>AI-Sweden-Models/gpt-sw3-20b-instruct</a>,📝,-@@100,?,20918423552.0,64000.0,2048.0,✓,✗,(✓),✗,65.58 ± 1.59 / 57.86 ± 1.13@@65.58,39.21 ± 1.52 / 34.08 ± 1.88@@39.21,7.82 ± 1.43 / 51.19 ± 1.75@@7.82,83.08 ± 1.30 / 72.25 ± 2.19@@83.08,-@@-1,11.68 ± 1.52 / 22.17 ± 1.79@@11.68,13.55 ± 1.51 / 34.03 ± 1.55@@13.55,9.3.1@@90301,9.3.1@@90301,9.3.1@@90301,9.3.1@@90301,-@@0,15.10.1.dev0@@151001,9.3.1@@90301
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-20b'>AI-Sweden-Models/gpt-sw3-20b</a>,🧠,-@@100,N/A,20918423552.0,64000.0,2048.0,✓,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,13.50 ± 3.34 / 34.59 ± 3.58@@13.50,8.35 ± 0.79 / 29.79 ± 0.76@@8.35,-@@0,-@@0,-@@0,-@@0,-@@0,15.10.1.dev0@@151001,9.3.1@@90301
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,-@@100,N/A,4251743232.0,131072.0,8192.0,✓,✗,(✓),✓,65.27 ± 0.82 / 67.15 ± 1.12@@65.27,67.24 ± 3.90 / 62.53 ± 2.95@@67.24,41.19 ± 3.14 / 67.81 ± 3.72@@41.19,84.82 ± 2.01 / 74.31 ± 2.96@@84.82,-@@-1,75.48 ± 1.80 / 81.89 ± 1.30@@75.48,46.00 ± 5.36 / 58.20 ± 4.25@@46.00,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,-@@0,16.12.0.dev0@@161200,16.12.0.dev0@@161200
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-356m-instruct'>AI-Sweden-Models/gpt-sw3-356m-instruct</a>,📝,-@@100,0.0,470607872.0,64000.0,2048.0,✓,✗,(✓),✗,0.19 ± 0.38 / 19.47 ± 0.19@@0.19,24.05 ± 0.99 / 24.41 ± 0.94@@24.05,1.01 ± 0.95 / 34.54 ± 1.79@@1.01,20.03 ± 0.75 / 0.00 ± 0.00@@20.03,-@@-1,1.10 ± 1.14 / 16.17 ± 0.87@@1.10,0.37 ± 0.52 / 24.62 ± 0.66@@0.37,15.4.1@@150401,15.4.2@@150402,15.4.2@@150402,15.4.2@@150402,-@@0,15.10.1.dev0@@151001,15.4.2@@150402
<a href='https://hf.co/mistralai/Ministral-8B-Instruct-2410'>mistralai/Ministral-8B-Instruct-2410</a>,📝,-@@100,?,8019808256.0,131072.0,32768.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,76.14 ± 1.80 / 82.52 ± 1.34@@76.14,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,15.10.1.dev0@@151001,-@@0
<a href='https://hf.co/mistralai/Mistral-7B-Instruct-v0.1'>mistralai/Mistral-7B-Instruct-v0.1</a>,📝,-@@100,?,7241732096.0,32000.0,32768.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,58.56 ± 2.51 / 68.98 ± 1.87@@58.56,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,15.10.1.dev0@@151001,-@@0
<a href='https://hf.co/mistralai/Mistral-7B-Instruct-v0.2'>mistralai/Mistral-7B-Instruct-v0.2</a>,📝,-@@100,?,7241732096.0,32000.0,32768.0,✗,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,56.28 ± 2.32 / 65.41 ± 1.84@@56.28,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,15.10.1.dev0@@151001,-@@0
<a href='https://hf.co/mistralai/Mistral-7B-v0.3'>mistralai/Mistral-7B-v0.3</a>,🧠,-@@100,N/A,7248023552.0,32768.0,32768.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,69.03 ± 1.50 / 76.66 ± 1.32@@69.03,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,15.10.1.dev0@@151001,-@@0
<a href='https://hf.co/mistralai/Mistral-Nemo-Instruct-2407'>mistralai/Mistral-Nemo-Instruct-2407</a>,📝,-@@100,?,12247782400.0,131072.0,131072.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,79.06 ± 1.23 / 84.57 ± 0.97@@79.06,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,15.10.1.dev0@@151001,-@@0
<a href='https://hf.co/mistralai/Mistral-Small-24B-Instruct-2501'>mistralai/Mistral-Small-24B-Instruct-2501</a>,📝,-@@100,?,23572403200.0,131072.0,32768.0,✓,✗,(✓),✓,67.88 ± 0.86 / 72.29 ± 0.70@@67.88,77.61 ± 1.06 / 73.11 ± 1.11@@77.61,44.61 ± 1.43 / 66.48 ± 1.35@@44.61,85.89 ± 0.59 / 70.36 ± 1.45@@85.89,-@@-1,92.27 ± 0.58 / 94.34 ± 0.43@@92.27,88.02 ± 0.64 / 91.01 ± 0.47@@88.02,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,-@@0,15.10.1.dev0@@151001,15.0.0@@150000
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2#no-thinking</a>,📝,-@@100,?,8888227328.0,131072.0,131072.0,✓,✗,✗,✓,64.88 ± 1.32 / 56.55 ± 0.66@@64.88,72.31 ± 1.25 / 64.59 ± 1.66@@72.31,38.50 ± 1.55 / 68.22 ± 1.39@@38.50,4.14 ± 0.07 / 0.00 ± 0.00@@4.14,-@@-1,26.86 ± 6.51 / 38.07 ± 4.53@@26.86,18.01 ± 2.31 / 30.96 ± 1.43@@18.01,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2</a>,🤔,-@@100,?,8888227328.0,131072.0,131072.0,✓,✗,✗,✓,66.23 ± 0.47 / 68.90 ± 0.73@@66.23,79.34 ± 0.92 / 62.55 ± 1.67@@79.34,43.70 ± 1.90 / 69.14 ± 1.13@@43.70,82.98 ± 0.46 / 69.47 ± 0.75@@82.98,-@@-1,89.22 ± 1.51 / 92.07 ± 1.11@@89.22,50.14 ± 1.14 / 62.44 ± 0.88@@50.14,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/openai-community/gpt2-large'>openai-community/gpt2-large</a>,🧠,-@@100,N/A,811778816.0,50257.0,1024.0,✓,✗,(✓),✗,30.68 ± 6.87 / 37.09 ± 7.13@@30.68,24.99 ± 2.26 / 30.95 ± 1.84@@24.99,-0.70 ± 1.74 / 38.24 ± 2.48@@-0.70,45.93 ± 1.22 / 34.05 ± 1.16@@45.93,-@@-1,-1.86 ± 2.62 / 26.52 ± 3.06@@-1.86,-0.07 ± 0.57 / 25.03 ± 0.52@@-0.07,15.4.1@@150401,15.4.1@@150401,15.4.1@@150401,15.4.1@@150401,-@@0,15.10.1.dev0@@151001,15.4.1@@150401
<a href='https://hf.co/openai-community/gpt2-medium'>openai-community/gpt2-medium</a>,🧠,-@@100,N/A,379988992.0,50257.0,1024.0,✓,✗,(✓),✗,6.77 ± 4.64 / 23.10 ± 5.24@@6.77,31.05 ± 3.76 / 32.12 ± 3.21@@31.05,-0.54 ± 2.16 / 43.36 ± 3.16@@-0.54,38.64 ± 1.16 / 26.95 ± 0.95@@38.64,-@@-1,-0.38 ± 1.96 / 25.86 ± 2.48@@-0.38,-0.17 ± 0.33 / 24.88 ± 0.47@@-0.17,15.4.1@@150401,15.4.1@@150401,15.4.1@@150401,15.4.1@@150401,-@@0,15.10.1.dev0@@151001,15.4.1@@150401
<a href='https://hf.co/openai-community/gpt2'>openai-community/gpt2</a>,🧠,-@@100,N/A,137022720.0,50257.0,1024.0,✓,✗,(✓),✗,1.94 ± 2.10 / 15.67 ± 4.10@@1.94,17.09 ± 3.65 / 20.92 ± 3.23@@17.09,0.62 ± 1.67 / 40.73 ± 4.12@@0.62,15.31 ± 1.66 / 8.34 ± 1.00@@15.31,-@@-1,-1.53 ± 1.17 / 22.79 ± 2.61@@-1.53,-0.29 ± 1.13 / 24.72 ± 0.35@@-0.29,15.4.1@@150401,15.4.1@@150401,15.4.1@@150401,15.4.1@@150401,-@@0,15.10.1.dev0@@151001,15.4.1@@150401
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-1.3b'>AI-Sweden-Models/gpt-sw3-1.3b</a>,🧠,-@@100,N/A,1444532224.0,64000.0,2048.0,✓,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,0.04 ± 2.60 / 26.95 ± 1.11@@0.04,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,15.10.1.dev0@@151001,-@@0
<a href='https://hf.co/openGPT-X/Teuken-7B-instruct-research-v0.4'>openGPT-X/Teuken-7B-instruct-research-v0.4</a>,📝,-@@100,?,7452725248.0,250680.0,4096.0,✗,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,25.00 ± 1.95 / 42.36 ± 2.25@@25.00,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,15.10.1.dev0@@151001,-@@0
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-356m'>AI-Sweden-Models/gpt-sw3-356m</a>,🧠,-@@100,N/A,470607872.0,64000.0,2048.0,✓,✗,(✓),✗,53.65 ± 3.35 / 51.50 ± 2.03@@53.65,34.28 ± 4.38 / 33.11 ± 4.30@@34.28,2.32 ± 1.77 / 48.55 ± 2.60@@2.32,51.18 ± 2.01 / 40.88 ± 1.56@@51.18,-@@-1,1.53 ± 2.83 / 30.04 ± 1.47@@1.53,-1.72 ± 0.67 / 24.94 ± 0.47@@-1.72,15.4.1@@150401,15.4.1@@150401,15.4.1@@150401,15.4.1@@150401,-@@0,15.10.1.dev0@@151001,15.4.1@@150401
<a href='https://hf.co/openGPT-X/Teuken-7B-instruct-commercial-v0.4'>openGPT-X/Teuken-7B-instruct-commercial-v0.4</a>,📝,-@@100,?,7452725248.0,250680.0,4096.0,✓,✗,(✓),✗,24.29 ± 3.50 / 26.74 ± 3.81@@24.29,43.55 ± 3.34 / 36.02 ± 2.39@@43.55,7.23 ± 2.96 / 48.70 ± 2.93@@7.23,71.41 ± 1.28 / 56.97 ± 1.53@@71.41,-@@-1,19.25 ± 2.68 / 39.51 ± 2.15@@19.25,-@@-1,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,-@@0,15.10.1.dev0@@151001,-@@0
<a href='https://ollama.com/library/hf.co'>ollama_chat/hf.co/google/gemma-3-4b-it-qat-q4_0-gguf</a>,📝,-@@100,?,3880099328.0,?,131072.0,✓,✗,✗,✓,64.57 ± 1.07 / 68.45 ± 0.73@@64.57,64.51 ± 1.91 / 58.99 ± 1.33@@64.51,39.21 ± 0.93 / 68.54 ± 0.39@@39.21,72.90 ± 1.07 / 50.16 ± 1.47@@72.90,-@@-1,-@@-1,26.77 ± 2.85 / 42.94 ± 2.76@@26.77,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601,-@@0,-@@0,15.6.1@@150601
<a href='https://hf.co/nvidia/mistral-nemo-minitron-8b-base'>nvidia/mistral-nemo-minitron-8b-base</a>,🧠,-@@100,N/A,8414105600.0,131072.0,8192.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,79.05 ± 1.43 / 84.38 ± 1.11@@79.05,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,15.10.1.dev0@@151001,-@@0
<a href='https://hf.co/nvidia/mistral-nemo-minitron-8b-instruct'>nvidia/mistral-nemo-minitron-8b-instruct</a>,📝,-@@100,?,8414105600.0,131072.0,8192.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,77.43 ± 0.84 / 83.12 ± 0.64@@77.43,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,15.10.1.dev0@@151001,-@@0
"<a href='https://platform.openai.com/docs/models/o3'>o3-2025-04-16 (zero-shot, val)</a>",🤔,-@@100,?,?,?,200000.0,✓,✗,✗,✓,68.52 ± 1.91 / 68.53 ± 1.14@@68.52,86.49 ± 0.97 / 78.67 ± 0.99@@86.49,51.94 ± 4.06 / 74.20 ± 2.27@@51.94,81.43 ± 0.52 / 62.39 ± 1.41@@81.43,-@@-1,94.49 ± 1.06 / 95.86 ± 0.79@@94.49,81.34 ± 2.26 / 85.82 ± 1.73@@81.34,15.7.2.dev0@@150702,15.7.2.dev0@@150702,15.7.2.dev0@@150702,15.7.2.dev0@@150702,-@@0,15.10.1.dev0@@151001,15.7.2.dev0@@150702
"<a href='https://platform.openai.com/docs/models/o3-mini'>o3-mini-2025-01-31 (zero-shot, val)</a>",🤔,-@@100,?,?,?,200000.0,✓,✗,✗,✓,66.77 ± 1.71 / 72.19 ± 1.41@@66.77,79.95 ± 1.78 / 71.50 ± 1.96@@79.95,40.45 ± 4.41 / 69.92 ± 2.30@@40.45,77.74 ± 1.15 / 57.97 ± 1.61@@77.74,-@@-1,93.33 ± 1.42 / 95.00 ± 1.08@@93.33,63.79 ± 1.82 / 72.73 ± 1.31@@63.79,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,-@@0,15.10.1.dev0@@151001,15.6.1.dev0@@150601
<a href='https://platform.openai.com/docs/models/o3-mini'>o3-mini-2025-01-31 (val)</a>,🤔,-@@100,?,?,?,200000.0,✓,✗,✗,✓,68.54 ± 2.37 / 72.74 ± 1.83@@68.54,84.79 ± 1.46 / 78.06 ± 1.69@@84.79,46.56 ± 5.58 / 71.55 ± 2.95@@46.56,78.61 ± 0.93 / 57.65 ± 1.05@@78.61,-@@-1,-@@-1,67.95 ± 2.77 / 75.78 ± 2.09@@67.95,15.0.0.dev0@@150000,15.0.0.dev0@@150000,15.0.0.dev0@@150000,15.0.0.dev0@@150000,-@@0,-@@0,15.0.0.dev0@@150000
"<a href='https://platform.openai.com/docs/models/o4-mini'>o4-mini-2025-04-16 (zero-shot, val)</a>",🤔,-@@100,?,?,?,200000.0,✓,✗,✗,✓,65.04 ± 1.82 / 68.83 ± 1.18@@65.04,79.10 ± 1.58 / 59.69 ± 1.35@@79.10,49.92 ± 3.94 / 72.62 ± 2.09@@49.92,79.28 ± 0.88 / 58.94 ± 1.00@@79.28,-@@-1,92.98 ± 1.39 / 94.73 ± 1.05@@92.98,71.14 ± 2.00 / 78.12 ± 1.48@@71.14,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,-@@0,15.10.1.dev0@@151001,15.6.1.dev0@@150601
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct</a>,📝,-@@100,13.4,7241748480.0,32002.0,32768.0,✗,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,45.54 ± 0.50 / 47.97 ± 0.71@@45.54,49.93 ± 2.45 / 61.91 ± 2.34@@49.93,-@@-1,-@@0,-@@0,-@@0,-@@0,16.15.0.dev0@@161500,15.10.1.dev0@@151001,-@@0
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,-@@100,N/A,7241732096.0,32000.0,32768.0,✓,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,35.35 ± 5.12 / 36.85 ± 5.92@@35.35,54.04 ± 3.06 / 63.87 ± 2.78@@54.04,-@@-1,-@@0,-@@0,-@@0,-@@0,16.15.0.dev0@@161500,15.10.1.dev0@@151001,-@@0
<a href='https://ollama.com/library/gemma3:12b-it-fp16'>ollama_chat/gemma3:12b-it-fp16 (val)</a>,📝,-@@100,?,12187325040.0,262144.0,128000.0,✓,✗,✗,✓,67.88 ± 1.75 / 74.78 ± 1.60@@67.88,78.37 ± 1.36 / 70.05 ± 1.92@@78.37,41.99 ± 4.53 / 70.41 ± 2.41@@41.99,80.17 ± 0.85 / 60.07 ± 1.52@@80.17,-@@-1,-@@-1,68.84 ± 3.16 / 76.09 ± 2.52@@68.84,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,-@@0,-@@0,15.3.1@@150301
<a href='https://ollama.com/library/gemma3:12b-it-q4_K_M'>ollama_chat/gemma3:12b-it-q4_K_M (val)</a>,📝,-@@100,?,12200000000.0,262144.0,128000.0,✓,✗,✗,✓,67.75 ± 1.58 / 74.87 ± 1.38@@67.75,79.67 ± 1.46 / 71.53 ± 2.01@@79.67,41.78 ± 4.06 / 69.79 ± 2.17@@41.78,79.86 ± 0.96 / 59.34 ± 1.49@@79.86,-@@-1,-@@-1,67.16 ± 4.38 / 74.77 ± 3.43@@67.16,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.3.0.dev0@@150300,15.3.0.dev0@@150300,-@@0,-@@0,15.3.0.dev0@@150300
